iter	MultiClass
423	0.2211906061
424	0.2207485282
425	0.2197273989
426	0.2192232277
427	0.2187425547
428	0.2184455344
429	0.2178187215
430	0.2171386118
431	0.2166257632
432	0.2158173942
433	0.2154789433
434	0.2149857388
435	0.2145094619
436	0.2143050578
437	0.2139443441
438	0.2132960246
439	0.2130355985
440	0.2127621042
441	0.2122738529
442	0.2120110837
443	0.211393692
444	0.2110675974
445	0.210672901
446	0.2104900026
447	0.2100305969
448	0.2098625412
449	0.20936816
450	0.2087860562
451	0.2082344122
452	0.207850085
453	0.2075001478
454	0.2071176343
455	0.2068157552
456	0.2064529973
457	0.2061235893
458	0.2057743319
459	0.2051140405
460	0.2046426966
461	0.2041443054
462	0.2037448268
463	0.2033073014
464	0.2026454952
465	0.2023743244
466	0.2020364858
467	0.2017489292
468	0.2013244207
469	0.2009887881
470	0.2003959949
471	0.200089922
472	0.1996836037
473	0.1991298238
474	0.1989134774
475	0.1987408749
476	0.1983324163
477	0.1980743143
478	0.1977571456
479	0.1974290641
480	0.1969043169
481	0.1966652775
482	0.1963124305
483	0.1961459153
484	0.1957551223
485	0.1954028774
486	0.1950391247
487	0.1946859039
488	0.1945561162
489	0.1943219524
490	0.193939995
491	0.1935955195
492	0.1932725019
493	0.1929180732
494	0.1923317525
495	0.1918743851
496	0.1917275569
497	0.1913461779
498	0.1910205721
499	0.1907914831
500	0.1905387277
501	0.1901937921
502	0.1899056523
503	0.1897950193
504	0.1896685656
505	0.1895038605
506	0.1887178675
507	0.1883438842
508	0.1880990643
509	0.1879363925
510	0.1876427058
511	0.1873170568
512	0.1869901867
513	0.1864289323
514	0.1859845731
515	0.1854684179
516	0.1853173785
517	0.1851480087
518	0.1848494874
519	0.1845534406
520	0.1842125417
521	0.1840184632
522	0.1837029171
523	0.1835224451
524	0.1831757806
525	0.1829866979
526	0.1826073079
527	0.182403736
528	0.1816897837
529	0.181438446
530	0.1812770196
531	0.1810472085
532	0.1805509643
533	0.1803176255
534	0.1800270864
535	0.179768068
536	0.1791564003
537	0.1786943057
538	0.1783491692
539	0.1781671741
540	0.177805426
541	0.1773206301
542	0.1768465261
543	0.1765320098
544	0.1762644363
545	0.1760414405
546	0.1758176101
547	0.1754443201
548	0.1751910129
549	0.1749586975
550	0.1746523013
551	0.1745341974
552	0.1742255885
553	0.1739374293
554	0.1734247331
555	0.1730425934
556	0.1727533275
557	0.1719261123
558	0.1714634654
559	0.1710907249
560	0.17081012
561	0.1706282485
562	0.1702683744
563	0.1701473995
564	0.1698433328
565	0.1693266527
566	0.1688983399
567	0.1677849375
568	0.1674013948
569	0.167103136
570	0.1669119791
571	0.1663316062
572	0.1658882668
573	0.1656119629
574	0.1654313275
575	0.1653249736
576	0.1648720488
577	0.1646730797
578	0.1644769569
579	0.1641452134
580	0.1640261216
581	0.1636916404
582	0.1633654146
583	0.1630044991
584	0.1627351454
585	0.1625080435
586	0.1623100646
587	0.1621128191
588	0.1618051833
589	0.1616535966
590	0.1613408799
591	0.1612674145
592	0.160771203
593	0.1606238425
594	0.1602704498
595	0.159964814
596	0.1595771518
597	0.1593622567
598	0.1592094113
599	0.1590603236
600	0.158963507
601	0.1587659795
602	0.1584529365
603	0.1582505459
604	0.1578939619
605	0.157820129
606	0.1573596637
607	0.1571646626
608	0.1567511918
609	0.1564444348
610	0.156134957
611	0.1557952298
612	0.155558764
613	0.1551648224
614	0.1547075559
615	0.1544476283
616	0.1542155888
617	0.1540251004
618	0.1536555509
619	0.1533407206
620	0.1531839819
621	0.1529239352
622	0.15273396
623	0.1523061057
624	0.1520126819
625	0.151625655
626	0.1515093634
627	0.1512127384
628	0.151054765
629	0.1508915795
630	0.1506938763
631	0.1505766166
632	0.150256027
633	0.1497529081
634	0.1496730275
635	0.1495308964
636	0.1494142639
637	0.1491122749
638	0.1486112924
639	0.1484692405
640	0.1483033024
641	0.1480981398
642	0.147890706
643	0.1476998232
644	0.1471633888
645	0.147015319
646	0.1466662435
647	0.1463691306
648	0.146147413
649	0.145879977
650	0.1457074196
651	0.145483353
652	0.1452850532
653	0.1449114146
654	0.1446432662
655	0.1443452474
656	0.1442018734
657	0.144008821
658	0.1437759232
659	0.1434735684
660	0.1432255233
661	0.1430344477
662	0.1429003565
663	0.1426160851
664	0.1423984933
665	0.1420314474
666	0.1417717644
667	0.141557625
668	0.1413171598
669	0.1410897382
670	0.140763975
671	0.1406716017
672	0.1404210719
673	0.1400756411
674	0.1399030723
675	0.1396197158
676	0.1393407536
677	0.1388672765
678	0.1386931582
679	0.1383489908
680	0.1381106375
681	0.1378830097
682	0.1377378236
683	0.1375338532
684	0.1373391942
685	0.1371352743
686	0.1370056062
687	0.1368352883
688	0.1366085391
689	0.1365285778
690	0.1362938363
691	0.1360219296
692	0.1358692028
693	0.1356864377
694	0.1353384288
695	0.1351394913
696	0.1349623246
697	0.1348073819
698	0.1346266369
699	0.1343800496
700	0.1340298879
701	0.1338973674
702	0.1336412092
703	0.1334064477
704	0.1330743953
705	0.1328684031
706	0.1325477659
707	0.1321757869
708	0.1318817171
709	0.1316008053
710	0.1313499903
711	0.1309830014
712	0.1306768595
713	0.1305751523
714	0.1302090046
715	0.1299410426
716	0.129652325
717	0.129325338
718	0.1290486057
719	0.1288664886
720	0.1287150416
721	0.1284214484
722	0.1283672108
723	0.1282647906
724	0.1280922836
725	0.1279076494
726	0.127597429
727	0.1275286266
728	0.1272427558
729	0.127022773
730	0.1268206771
731	0.1264931041
732	0.1263738642
733	0.1262411894
734	0.1261089899
735	0.1259285999
736	0.1257146005
737	0.125462344
738	0.1252574324
739	0.1249765194
740	0.1247946898
741	0.12458818
742	0.1243873011
743	0.1242944529
744	0.1241856302
745	0.1240346075
746	0.12396712
747	0.1237637511
748	0.1234412466
749	0.1233504884
750	0.1230604917
751	0.1227151366
752	0.1226084498
753	0.1224209675
754	0.1221834553
755	0.1218903605
756	0.1216056855
757	0.1213608432
758	0.1211204138
759	0.1209208567
760	0.1207381856
761	0.1205713968
762	0.1204547874
763	0.1201256869
764	0.1199579623
765	0.1197562968
766	0.1196426864
767	0.1193997473
768	0.1192326186
769	0.1190428594
770	0.1187734271
771	0.1186581587
772	0.1185327057
773	0.1184057878
774	0.1183169512
775	0.1181533472
776	0.1180619285
777	0.1178406658
778	0.1176286169
779	0.1174239667
780	0.1172854238
781	0.1171371269
782	0.1169989559
783	0.1168005658
784	0.116633468
785	0.1163754797
786	0.1162988354
787	0.1161739299
788	0.1159617052
789	0.1157620842
790	0.1155568641
791	0.1152590993
792	0.1151005722
793	0.1148725556
794	0.1146976853
795	0.1145167238
796	0.1143388764
797	0.1142160592
798	0.1140436803
799	0.1138211668
800	0.1136104101
801	0.1134706597
802	0.1132848603
803	0.1131782061
804	0.1131080568
805	0.112931639
806	0.1128010292
807	0.1127085735
808	0.1125208274
809	0.1124044381
810	0.1122319192
811	0.1121365473
812	0.1119346432
813	0.1117475388
814	0.1115136459
815	0.1113736064
816	0.1112479691
817	0.1110446036
818	0.1109070812
819	0.1107012376
820	0.1105528798
821	0.1104411079
822	0.1103195882
823	0.1102218925
824	0.110047236
825	0.1098762959
826	0.109800514
827	0.1097260562
828	0.1095988689
829	0.1095171566
830	0.1093287192
831	0.1091707041
832	0.1090498927
833	0.1088074384
834	0.1086862135
835	0.1084634195
836	0.1083756366
837	0.1081246795
838	0.1079951727
839	0.107849186
840	0.1076117678
841	0.1074522976
842	0.1071967848
843	0.1070766022
844	0.1068979376
845	0.1067073446
846	0.1065455347
847	0.1062901881
848	0.1061228566
849	0.1059191002
850	0.1056862883
851	0.1055980343
852	0.1055025834
853	0.1052984199
854	0.105154318
855	0.1048639493
856	0.1046402266
857	0.104343535
858	0.1041410057
859	0.1038221688
860	0.1037554609
861	0.1035908697
862	0.1034015869
863	0.1032102939
864	0.1029726179
865	0.1028697045
866	0.1027691664
867	0.1027119514
868	0.1025527354
869	0.1023817066
870	0.1022607932
871	0.1022206269
872	0.1021306598
873	0.102061203
874	0.1018843416
875	0.1017837877
876	0.101687518
877	0.1015778264
878	0.1015126807
879	0.101391836
880	0.1012365648
881	0.1009174741
882	0.1007779713
883	0.1007183193
884	0.1006219083
885	0.1005847729
886	0.1004266172
887	0.1003484026
888	0.1002486133
889	0.1001346242
890	0.09987683186
891	0.09972949221
892	0.0996354419
893	0.09956220461
894	0.09945393723
895	0.09910895569
896	0.09901896754
897	0.09876026233
898	0.09860885522
899	0.09842635134
900	0.09832024576
901	0.09814345204
902	0.0979565627
903	0.0978231728
904	0.09756289031
905	0.09733837349
906	0.09718401268
907	0.09704825423
908	0.09698366051
909	0.09686500024
910	0.09678804701
911	0.09671385357
912	0.09653720391
913	0.09644005269
914	0.0962754251
915	0.09610047494
916	0.09591666828
917	0.09579160699
918	0.09568747307
919	0.09560352763
920	0.0954530306
921	0.09532154742
922	0.0952022312
923	0.09514945351
924	0.09499018658
925	0.09484836588
926	0.09465529441
927	0.09443655076
928	0.09427345166
929	0.09415267682
930	0.09395099147
931	0.09370216956
932	0.09353214787
933	0.0934169789
934	0.09325131019
935	0.09294118667
936	0.09282122507
937	0.09269667093
938	0.09256150562
939	0.09243979148
940	0.09229665947
941	0.09217549636
942	0.09204965621
943	0.09190836657
944	0.09174166711
945	0.09147831324
946	0.09134232604
947	0.09121537777
948	0.09110117972
949	0.09095495147
950	0.09086169253
951	0.09071928822
952	0.09068042771
953	0.09057005247
954	0.09042062302
955	0.0902423476
956	0.09005054306
957	0.08992985542
958	0.08979679634
959	0.08960972275
960	0.08938835054
961	0.08932145621
962	0.08927070713
963	0.08920066877
964	0.08913559997
965	0.08900254164
966	0.08884503032
967	0.08866408192
968	0.08856980775
969	0.08850020728
970	0.08836783361
971	0.08818724848
972	0.08806311334
973	0.08792520009
974	0.08782775349
975	0.08769389275
976	0.08751817351
977	0.08740488435
978	0.08733621089
979	0.08724969148
980	0.08710707196
981	0.08695102809
982	0.08679253213
983	0.08669704518
984	0.08661593854
985	0.0865480231
986	0.08637137541
987	0.08627257516
988	0.08614002417
989	0.08608513186
990	0.08602884163
991	0.08589913808
992	0.08579687412
993	0.08573605085
994	0.08567444213
995	0.08554826198
996	0.08538131344
997	0.08528633592
998	0.08516667083
999	0.08512134138
